,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
1142,"frozenset({'A101', 'A171'})",frozenset({'A211'}),0.77,0.7,0.541,0.7025974025974027,1.0037105751391466,0.002000000000000113,1.008733624454149
1238,"frozenset({'A173', 'A101'})",frozenset({'A211'}),0.57,0.7,0.404,0.7087719298245615,1.0125313283208022,0.00500000000000006,1.0301204819277112
1292,"frozenset({'A101', 'A191'})",frozenset({'A211'}),0.531,0.7,0.363,0.6836158192090395,0.976594027441485,-0.008699999999999986,0.9482142857142856
1340,"frozenset({'A192', 'A101'})",frozenset({'A211'}),0.376,0.7,0.272,0.723404255319149,1.033434650455927,0.00880000000000003,1.084615384615385
1358,"frozenset({'A101', 'A201'})",frozenset({'A211'}),0.88,0.7,0.611,0.6943181818181818,0.9918831168831169,-0.0050000000000000044,0.9814126394052046
1448,"frozenset({'A101', 'A22'})",frozenset({'A211'}),0.362,0.7,0.263,0.7265193370165747,1.0378847671665352,0.009600000000000053,1.0969696969696976
1454,"frozenset({'A32', 'A101'})",frozenset({'A211'}),0.472,0.7,0.32,0.6779661016949153,0.9685230024213077,-0.010399999999999965,0.9315789473684214
1460,"frozenset({'A101', 'A34'})",frozenset({'A211'}),0.268,0.7,0.226,0.8432835820895522,1.2046908315565032,0.03840000000000002,1.9142857142857144
1466,"frozenset({'A101', 'A52'})",frozenset({'A211'}),0.456,0.7,0.339,0.743421052631579,1.06203007518797,0.01980000000000004,1.1692307692307695
1472,"frozenset({'A101', 'A61'})",frozenset({'A211'}),0.532,0.7,0.337,0.6334586466165414,0.9049409237379163,-0.03539999999999999,0.8184615384615387
1478,"frozenset({'A73', 'A101'})",frozenset({'A211'}),0.302,0.7,0.209,0.6920529801324503,0.988647114474929,-0.0023999999999999855,0.9741935483870968
1484,"frozenset({'A101', 'A84'})",frozenset({'A211'}),0.434,0.7,0.287,0.6612903225806451,0.9447004608294931,-0.01679999999999998,0.8857142857142858
1490,"frozenset({'A101', 'A93'})",frozenset({'A211'}),0.495,0.7,0.365,0.7373737373737373,1.0533910533910533,0.018500000000000016,1.1423076923076925
1650,"frozenset({'A143', 'A114'})",frozenset({'A211'}),0.34,0.7,0.247,0.7264705882352941,1.0378151260504203,0.009000000000000008,1.0967741935483872
1688,"frozenset({'A171', 'A114'})",frozenset({'A211'}),0.347,0.7,0.246,0.7089337175792507,1.012762453684644,0.0031000000000000194,1.030693069306931
1706,"frozenset({'A114', 'A201'})",frozenset({'A211'}),0.404,0.7,0.281,0.6955445544554456,0.9936350777934938,-0.0017999999999999683,0.9853658536585369
1772,"frozenset({'A121', 'A201'})",frozenset({'A211'}),0.262,0.7,0.202,0.7709923664122138,1.1014176663031627,0.018600000000000005,1.3100000000000005
1826,"frozenset({'A123', 'A171'})",frozenset({'A211'}),0.294,0.7,0.204,0.6938775510204082,0.9912536443148688,-0.001799999999999996,0.9800000000000001
1838,"frozenset({'A123', 'A201'})",frozenset({'A211'}),0.329,0.7,0.228,0.6930091185410334,0.9900130264871907,-0.0022999999999999965,0.9772277227722773
